Date,AwayTeam+ID,AwayTeamScore,Assists,Blocked Shots,Defensive Rebounds,DoubleDoubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,Triple Doubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage,HomeTeam+ID,HomeTeamScore,Assists,Blocked Shots,Defensive Rebounds,Double Doubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,TripleDoubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage
1/10/2020,NO23,167,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,NY6,150,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
1/10/2020,ORL5,127,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,PHO29,133,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
1/10/2020,SA24,164,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,MEM21,181,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
1/11/2020,CHI11,146,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,DET14,134,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
1/11/2020,CLE12,150,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,DEN20,139,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
1/11/2020,LAL27,169,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,OKC18,149,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
1/11/2020,MIL15,165,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,POR19,137,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
1/11/2020,MIN16,148,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,HOU22,188,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
1/11/2020,NO23,142,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,BOS9,190,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
1/11/2020,PHI7,123,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,DAL25,148,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
1/12/2020,ATL3,116,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,BKN8,146,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
1/12/2020,CHA2,125,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,PHO29,135,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
1/12/2020,GS26,138,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,MEM21,165,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
1/12/2020,LAC28,141,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,DEN20,154,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
1/12/2020,MIA4,164,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,NY6,168,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
1/12/2020,SA24,142,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,TOR10,141,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
1/12/2020,UTA17,172,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,WAS1,157,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
1/13/2020,CHA2,152,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,POR19,156,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
1/13/2020,CHI11,137,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,BOS9,153,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
1/13/2020,CLE12,134,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,LAL27,173,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
1/13/2020,NO23,158,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,DET14,149,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
1/13/2020,OKC18,158,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,MIN16,141,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
1/13/2020,ORL5,154,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,SAC30,152,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
1/13/2020,PHI7,129,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,IND13,137,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
1/14/2020,CLE12,139,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,LAC28,173,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
1/14/2020,DAL25,168,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,GS26,131,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
1/14/2020,HOU22,149,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,MEM21,164,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
1/14/2020,NY6,138,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,MIL15,173,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
1/14/2020,PHO29,149,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,ATL3,167,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
1/14/2020,UTA17,160,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,BKN8,145,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
1/15/2020,BKN8,144,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,PHI7,158,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
1/15/2020,CHA2,116,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,DEN20,135,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
1/15/2020,DAL25,172,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,SAC30,167,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
1/15/2020,DET14,157,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,BOS9,139,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
1/15/2020,IND13,141,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,MIN16,134,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
1/15/2020,ORL5,161,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,LAL27,160,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
1/15/2020,POR19,158,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,HOU22,145,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
1/15/2020,SA24,135,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,MIA4,144,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
1/15/2020,TOR10,176,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,OKC18,164,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
1/15/2020,WAS1,144,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,CHI11,156,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
1/16/2020,BOS9,167,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,MIL15,173,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
1/16/2020,DEN20,181,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,GS26,177,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
1/16/2020,ORL5,129,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,LAC28,165,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
1/16/2020,PHO29,164,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,NY6,133,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
1/16/2020,UTA17,179,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,NO23,187,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
1/17/2020,ATL3,164,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,SA24,162,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
1/17/2020,CHI11,121,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,PHI7,135,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
1/17/2020,CLE12,148,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,MEM21,153,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
1/17/2020,MIA4,156,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,OKC18,146,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
1/17/2020,MIN16,154,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,IND13,157,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
1/17/2020,POR19,152,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,DAL25,162,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
1/17/2020,WAS1,150,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,TOR10,190,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
1/18/2020,CLE12,157,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,CHI11,160,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
1/18/2020,DET14,184,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,ATL3,139,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
1/18/2020,LAC28,180,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,NO23,176,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
1/18/2020,LAL27,168,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,HOU22,156,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
1/18/2020,MIL15,158,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,BKN8,131,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
1/18/2020,ORL5,129,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,GS26,148,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
1/18/2020,PHI7,122,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,NY6,118,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
1/18/2020,PHO29,167,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,BOS9,161,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
1/18/2020,POR19,144,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,OKC18,161,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
1/18/2020,SAC30,137,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,UTA17,167,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
1/18/2020,TOR10,165,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,MIN16,152,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
1/19/2020,IND13,156,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,DEN20,145,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
1/19/2020,MIA4,138,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,SA24,145,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
1/20/2020,CHI11,133,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,MIL15,150,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
1/20/2020,DEN20,145,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,MIN16,135,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
1/20/2020,DET14,135,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,WAS1,144,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
1/20/2020,GS26,168,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,POR19,175,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
1/20/2020,IND13,119,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,UTA17,160,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
1/20/2020,LAL27,145,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,BOS9,188,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
1/20/2020,NO23,171,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,MEM21,157,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
1/20/2020,NY6,144,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,CLE12,116,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8
1/20/2020,OKC18,152,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,HOU22,145,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
1/20/2020,ORL5,144,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,CHA2,112,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
1/20/2020,PHI7,158,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,BKN8,150,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
1/20/2020,SA24,162,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,PHO29,160,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
1/20/2020,SAC30,153,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,MIA4,160,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
1/20/2020,TOR10,165,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,ATL3,158,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
1/21/2020,LAC28,149,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,DAL25,145,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
1/22/2020,DEN20,142,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,HOU22,164,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
1/22/2020,IND13,152,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,PHO29,118,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
